COLUMN,DESCRIPTION,TYPE,LENGTH,DECIML,RANGEVAL,UNITS,CODE,NOTES,TBLNAME,CRFNAME
NON_WM_HYPOINTENSITIES_UCBERKELEYAV1451_10_17_16,non-wm-hypointensities,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
NON_WM_HYPOINTENSITIES_SIZE_UCBERKELEYAV1451_10_17_16,non-wm-hypointensities ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
OPTIC_CHIASM_UCBERKELEYAV1451_10_17_16,optic-chiasm,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
OPTIC_CHIASM_SIZE_UCBERKELEYAV1451_10_17_16,optic-chiasm ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_ACCUMBENS_AREA_UCBERKELEYAV1451_10_17_16,right-accumbens-area,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_ACCUMBENS_AREA_SIZE_UCBERKELEYAV1451_10_17_16,right-accumbens-area ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_AMYGDALA_UCBERKELEYAV1451_10_17_16,right-amygdala,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_AMYGDALA_SIZE_UCBERKELEYAV1451_10_17_16,right-amygdala ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CAUDATE_UCBERKELEYAV1451_10_17_16,right-caudate,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CAUDATE_SIZE_UCBERKELEYAV1451_10_17_16,right-caudate ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CEREBELLUM_CORTEX_UCBERKELEYAV1451_10_17_16,right-cerebellum-cortex,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CEREBELLUM_CORTEX_SIZE_UCBERKELEYAV1451_10_17_16,right-cerebellum-cortex ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CEREBELLUM_WHITE_MATTER_UCBERKELEYAV1451_10_17_16,right-cerebellum-white-matter,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CEREBELLUM_WHITE_MATTER_SIZE_UCBERKELEYAV1451_10_17_16,right-cerebellum-white-matter ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV1451_10_17_16,right-cerebral-white-matter,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CEREBRAL_WHITE_MATTER_SIZE_UCBERKELEYAV1451_10_17_16,right-cerebral-white-matter ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CHOROID_PLEXUS_UCBERKELEYAV1451_10_17_16,right-choroid-plexus,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV1451_10_17_16,right-choroid-plexus ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_HIPPOCAMPUS_UCBERKELEYAV1451_10_17_16,right-hippocampus,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_HIPPOCAMPUS_SIZE_UCBERKELEYAV1451_10_17_16,right-hippocampus ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_INF_LAT_VENT_UCBERKELEYAV1451_10_17_16,right-inf-lat-vent,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_INF_LAT_VENT_SIZE_UCBERKELEYAV1451_10_17_16,right-inf-lat-vent ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_LATERAL_VENTRICLE_UCBERKELEYAV1451_10_17_16,right-lateral-ventricle,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_LATERAL_VENTRICLE_SIZE_UCBERKELEYAV1451_10_17_16,right-lateral-ventricle ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_PALLIDUM_UCBERKELEYAV1451_10_17_16,right-pallidum,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_PALLIDUM_SIZE_UCBERKELEYAV1451_10_17_16,right-pallidum ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_PUTAMEN_UCBERKELEYAV1451_10_17_16,right-putamen,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_PUTAMEN_SIZE_UCBERKELEYAV1451_10_17_16,right-putamen ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_THALAMUS_PROPER_UCBERKELEYAV1451_10_17_16,right-thalamus-proper,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_THALAMUS_PROPER_SIZE_UCBERKELEYAV1451_10_17_16,right-thalamus-proper ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_VENTRALDC_UCBERKELEYAV1451_10_17_16,right-ventraldc,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_VENTRALDC_SIZE_UCBERKELEYAV1451_10_17_16,right-ventraldc ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_VESSEL_UCBERKELEYAV1451_10_17_16,right-vessel,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RIGHT_VESSEL_SIZE_UCBERKELEYAV1451_10_17_16,right-vessel ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
WM_HYPOINTENSITIES_UCBERKELEYAV1451_10_17_16,wm-hypointensities,N,,4,,av1451 uptake - subregion,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
WM_HYPOINTENSITIES_SIZE_UCBERKELEYAV1451_10_17_16,wm-hypointensities ROI size in mm^3,N,,0,,mm^3,,,UCBERKELEYAV1451,UC Berkeley - AV1451 analysis
RID_DTIROI_04_30_14,Participant roster ID,,,,,,,The 4 digit roster ID (RID) should be used to merge data,DTIROI,DTI ROI summary measures
VISCODE_DTIROI_04_30_14,Visit code,,,,,,,,DTIROI,DTI ROI summary measures
VISCODE2_DTIROI_04_30_14,Translated visit code,,,,,,,Months from baseline rounded to nearest 6 months,DTIROI,DTI ROI summary measures
EXAMDATE_DTIROI_04_30_14,Examination Date,,,,,,,,DTIROI,DTI ROI summary measures
VERSION_DTIROI_04_30_14,Version,,,,,,,,DTIROI,DTI ROI summary measures
VISNAME_DTIROI_04_30_14,Visit Code,,,,,,,,DTIROI,DTI ROI summary measures
VISITNO_DTIROI_04_30_14,Visit,,,,,,,,DTIROI,DTI ROI summary measures
LONIUID_1_DTIROI_04_30_14,LONI Image ID for FA,,,,,,,,DTIROI,DTI ROI summary measures
LONIUID_2_DTIROI_04_30_14,LONI Image ID for MD,,,,,,,,DTIROI,DTI ROI summary measures
LONIUID_3_DTIROI_04_30_14,LONI Image ID for RD,,,,,,,,DTIROI,DTI ROI summary measures
LONIUID_4_DTIROI_04_30_14,LONI Image ID for AD,,,,,,,,DTIROI,DTI ROI summary measures
RUNDATE_DTIROI_04_30_14,Date,,,,,,,,DTIROI,DTI ROI summary measures
STATUS_DTIROI_04_30_14,Status,,,,,,,,DTIROI,DTI ROI summary measures
FA_CST_L_DTIROI_04_30_14,Corticospinal tract left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CST_R_DTIROI_04_30_14,Corticospinal tract right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ICP_L_DTIROI_04_30_14,Inferior cerebellar peduncle left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ICP_R_DTIROI_04_30_14,Inferior cerebellar peduncle right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ML_L_DTIROI_04_30_14,Medial lemniscus left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ML_R_DTIROI_04_30_14,Medial lemniscus right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SCP_L_DTIROI_04_30_14,Superior cerebellar peduncle left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SCP_R_DTIROI_04_30_14,Superior cerebellar peduncle right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CP_L_DTIROI_04_30_14,Cerebral peduncle left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CP_R_DTIROI_04_30_14,Cerebral peduncle right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ALIC_L_DTIROI_04_30_14,Anterior limb of internal capsule left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ALIC_R_DTIROI_04_30_14,Anterior limb of internal capsule right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_PLIC_L_DTIROI_04_30_14,Posterior limb of internal capsule left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_PLIC_R_DTIROI_04_30_14,Posterior limb of internal capsule right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_PTR_L_DTIROI_04_30_14,Posterior thalamic radiation left ,,,,,FA,,includes optic radiation,DTIROI,DTI ROI summary measures
FA_PTR_R_DTIROI_04_30_14,Posterior thalamic radiation right ,,,,,FA,,includes optic radiation,DTIROI,DTI ROI summary measures
FA_ACR_L_DTIROI_04_30_14,Anterior corona radiata left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_ACR_R_DTIROI_04_30_14,Anterior corona radiata right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SCR_L_DTIROI_04_30_14,Superior corona radiata left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SCR_R_DTIROI_04_30_14,Superior corona radiata right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_PCR_L_DTIROI_04_30_14,Posterior corona radiata left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_PCR_R_DTIROI_04_30_14,Posterior corona radiata right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CGC_L_DTIROI_04_30_14,Cingulum left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CGC_R_DTIROI_04_30_14,Cingulum right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CGH_L_DTIROI_04_30_14,Cingulum (hippocampus) left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_CGH_R_DTIROI_04_30_14,Cingulum (hippocampus) right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_FX_ST_L_DTIROI_04_30_14,Fornix (cres) / Stria terminalis left ,,,,,FA,,can not be resolved with current resolution,DTIROI,DTI ROI summary measures
FA_FX_ST_R_DTIROI_04_30_14,Fornix (cres) / Stria terminalis right ,,,,,FA,,can not be resolved with current resolution,DTIROI,DTI ROI summary measures
FA_SLF_L_DTIROI_04_30_14,Superior longitudinal fasciculus left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SLF_R_DTIROI_04_30_14,Superior longitudinal fasciculus right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SFO_L_DTIROI_04_30_14,Superior fronto-occipital fasciculus left ,,,,,FA,,could be a part of anterior internal capsule,DTIROI,DTI ROI summary measures
FA_SFO_R_DTIROI_04_30_14,Superior fronto-occipital fasciculus right ,,,,,FA,,could be a part of anterior internal capsule,DTIROI,DTI ROI summary measures
FA_IFO_L_DTIROI_04_30_14,Inferior fronto-occipital fasciculus left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_IFO_R_DTIROI_04_30_14,Inferior fronto-occipital fasciculus right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SS_L_DTIROI_04_30_14,Sagittal stratum left ,,,,,FA,,includes inferior longitudinal fasciculus and inferior fronto-occipital fasciculus,DTIROI,DTI ROI summary measures
FA_SS_R_DTIROI_04_30_14,Sagittal stratum right ,,,,,FA,,includes inferior longitudinal fasciculus and inferior fronto-occipital fasciculus,DTIROI,DTI ROI summary measures
FA_EC_L_DTIROI_04_30_14,External capsule left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_EC_R_DTIROI_04_30_14,External capsule right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_UNC_L_DTIROI_04_30_14,Uncinate fasciculus left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_UNC_R_DTIROI_04_30_14,Uncinate fasciculus right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_FX_L_DTIROI_04_30_14,Fornix  left ,,,,,FA,,column and body of fornix,DTIROI,DTI ROI summary measures
FA_FX_R_DTIROI_04_30_14,Fornix  right ,,,,,FA,,column and body of fornix,DTIROI,DTI ROI summary measures
FA_GCC_L_DTIROI_04_30_14,Genu of corpus callosum left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_GCC_R_DTIROI_04_30_14,Genu of corpus callosum right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_BCC_L_DTIROI_04_30_14,Body of corpus callosum  left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_BCC_R_DTIROI_04_30_14,Body of corpus callosum  right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SCC_L_DTIROI_04_30_14,Splenium of corpus callosum left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SCC_R_DTIROI_04_30_14,Splenium of corpus callosum right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_RLIC_L_DTIROI_04_30_14,Retrolenticular part of internal capsule left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_RLIC_R_DTIROI_04_30_14,Retrolenticular part of internal capsule right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_TAP_L_DTIROI_04_30_14,Tapatum left ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_TAP_R_DTIROI_04_30_14,Tapatum right ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SUMGCC_DTIROI_04_30_14,Bilateral genu of the corpus callosum ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SUMBCC_DTIROI_04_30_14,Bilateral body of  the corpus callosum ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SUMSCC_DTIROI_04_30_14,Bilateral splenium of  the corpus callosum ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SUMCC_DTIROI_04_30_14,Bilateral full corpus callosum ,,,,,FA,,,DTIROI,DTI ROI summary measures
FA_SUMFX_DTIROI_04_30_14,Bilateral fornix ,,,,,FA,,column and body of fornix,DTIROI,DTI ROI summary measures
MD_CST_L_DTIROI_04_30_14,Corticospinal tract left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CST_R_DTIROI_04_30_14,Corticospinal tract right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ICP_L_DTIROI_04_30_14,Inferior cerebellar peduncle left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ICP_R_DTIROI_04_30_14,Inferior cerebellar peduncle right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ML_L_DTIROI_04_30_14,Medial lemniscus left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ML_R_DTIROI_04_30_14,Medial lemniscus right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SCP_L_DTIROI_04_30_14,Superior cerebellar peduncle left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SCP_R_DTIROI_04_30_14,Superior cerebellar peduncle right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CP_L_DTIROI_04_30_14,Cerebral peduncle left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CP_R_DTIROI_04_30_14,Cerebral peduncle right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ALIC_L_DTIROI_04_30_14,Anterior limb of internal capsule left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ALIC_R_DTIROI_04_30_14,Anterior limb of internal capsule right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_PLIC_L_DTIROI_04_30_14,Posterior limb of internal capsule left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_PLIC_R_DTIROI_04_30_14,Posterior limb of internal capsule right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_PTR_L_DTIROI_04_30_14,Posterior thalamic radiation left ,,,,,MD,,includes optic radiation,DTIROI,DTI ROI summary measures
MD_PTR_R_DTIROI_04_30_14,Posterior thalamic radiation right ,,,,,MD,,includes optic radiation,DTIROI,DTI ROI summary measures
MD_ACR_L_DTIROI_04_30_14,Anterior corona radiata left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_ACR_R_DTIROI_04_30_14,Anterior corona radiata right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SCR_L_DTIROI_04_30_14,Superior corona radiata left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SCR_R_DTIROI_04_30_14,Superior corona radiata right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_PCR_L_DTIROI_04_30_14,Posterior corona radiata left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_PCR_R_DTIROI_04_30_14,Posterior corona radiata right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CGC_L_DTIROI_04_30_14,Cingulum left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CGC_R_DTIROI_04_30_14,Cingulum right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CGH_L_DTIROI_04_30_14,Cingulum (hippocampus) left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_CGH_R_DTIROI_04_30_14,Cingulum (hippocampus) right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_FX_ST_L_DTIROI_04_30_14,Fornix (cres) / Stria terminalis left ,,,,,MD,,can not be resolved with current resolution,DTIROI,DTI ROI summary measures
MD_FX_ST_R_DTIROI_04_30_14,Fornix (cres) / Stria terminalis right ,,,,,MD,,can not be resolved with current resolution,DTIROI,DTI ROI summary measures
MD_SLF_L_DTIROI_04_30_14,Superior longitudinal fasciculus left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SLF_R_DTIROI_04_30_14,Superior longitudinal fasciculus right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SFO_L_DTIROI_04_30_14,Superior fronto-occipital fasciculus left ,,,,,MD,,could be a part of anterior internal capsule,DTIROI,DTI ROI summary measures
MD_SFO_R_DTIROI_04_30_14,Superior fronto-occipital fasciculus right ,,,,,MD,,could be a part of anterior internal capsule,DTIROI,DTI ROI summary measures
MD_IFO_L_DTIROI_04_30_14,Inferior fronto-occipital fasciculus left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_IFO_R_DTIROI_04_30_14,Inferior fronto-occipital fasciculus right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SS_L_DTIROI_04_30_14,Sagittal stratum left ,,,,,MD,,includes inferior longitudinal fasciculus and inferior fronto-occipital fasciculus,DTIROI,DTI ROI summary measures
MD_SS_R_DTIROI_04_30_14,Sagittal stratum right ,,,,,MD,,includes inferior longitudinal fasciculus and inferior fronto-occipital fasciculus,DTIROI,DTI ROI summary measures
MD_EC_L_DTIROI_04_30_14,External capsule left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_EC_R_DTIROI_04_30_14,External capsule right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_UNC_L_DTIROI_04_30_14,Uncinate fasciculus left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_UNC_R_DTIROI_04_30_14,Uncinate fasciculus right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_FX_L_DTIROI_04_30_14,Fornix  left ,,,,,MD,,column and body of fornix,DTIROI,DTI ROI summary measures
MD_FX_R_DTIROI_04_30_14,Fornix  right ,,,,,MD,,column and body of fornix,DTIROI,DTI ROI summary measures
MD_GCC_L_DTIROI_04_30_14,Genu of corpus callosum left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_GCC_R_DTIROI_04_30_14,Genu of corpus callosum right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_BCC_L_DTIROI_04_30_14,Body of corpus callosum  left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_BCC_R_DTIROI_04_30_14,Body of corpus callosum  right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SCC_L_DTIROI_04_30_14,Splenium of corpus callosum left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SCC_R_DTIROI_04_30_14,Splenium of corpus callosum right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_RLIC_L_DTIROI_04_30_14,Retrolenticular part of internal capsule left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_RLIC_R_DTIROI_04_30_14,Retrolenticular part of internal capsule right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_TAP_L_DTIROI_04_30_14,Tapatum left ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_TAP_R_DTIROI_04_30_14,Tapatum right ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SUMGCC_DTIROI_04_30_14,Bilateral genu of the corpus callosum ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SUMBCC_DTIROI_04_30_14,Bilateral body of  the corpus callosum ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SUMSCC_DTIROI_04_30_14,Bilateral splenium of  the corpus callosum ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SUMCC_DTIROI_04_30_14,Bilateral full corpus callosum ,,,,,MD,,,DTIROI,DTI ROI summary measures
MD_SUMFX_DTIROI_04_30_14,Bilateral fornix ,,,,,MD,,column and body of fornix,DTIROI,DTI ROI summary measures
RD_CST_L_DTIROI_04_30_14,Corticospinal tract left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CST_R_DTIROI_04_30_14,Corticospinal tract right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ICP_L_DTIROI_04_30_14,Inferior cerebellar peduncle left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ICP_R_DTIROI_04_30_14,Inferior cerebellar peduncle right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ML_L_DTIROI_04_30_14,Medial lemniscus left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ML_R_DTIROI_04_30_14,Medial lemniscus right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SCP_L_DTIROI_04_30_14,Superior cerebellar peduncle left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SCP_R_DTIROI_04_30_14,Superior cerebellar peduncle right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CP_L_DTIROI_04_30_14,Cerebral peduncle left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CP_R_DTIROI_04_30_14,Cerebral peduncle right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ALIC_L_DTIROI_04_30_14,Anterior limb of internal capsule left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ALIC_R_DTIROI_04_30_14,Anterior limb of internal capsule right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_PLIC_L_DTIROI_04_30_14,Posterior limb of internal capsule left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_PLIC_R_DTIROI_04_30_14,Posterior limb of internal capsule right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_PTR_L_DTIROI_04_30_14,Posterior thalamic radiation left ,,,,,RD,,includes optic radiation,DTIROI,DTI ROI summary measures
RD_PTR_R_DTIROI_04_30_14,Posterior thalamic radiation right ,,,,,RD,,includes optic radiation,DTIROI,DTI ROI summary measures
RD_ACR_L_DTIROI_04_30_14,Anterior corona radiata left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_ACR_R_DTIROI_04_30_14,Anterior corona radiata right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SCR_L_DTIROI_04_30_14,Superior corona radiata left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SCR_R_DTIROI_04_30_14,Superior corona radiata right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_PCR_L_DTIROI_04_30_14,Posterior corona radiata left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_PCR_R_DTIROI_04_30_14,Posterior corona radiata right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CGC_L_DTIROI_04_30_14,Cingulum left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CGC_R_DTIROI_04_30_14,Cingulum right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CGH_L_DTIROI_04_30_14,Cingulum (hippocampus) left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_CGH_R_DTIROI_04_30_14,Cingulum (hippocampus) right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_FX_ST_L_DTIROI_04_30_14,Fornix (cres) / Stria terminalis left ,,,,,RD,,can not be resolved with current resolution,DTIROI,DTI ROI summary measures
RD_FX_ST_R_DTIROI_04_30_14,Fornix (cres) / Stria terminalis right ,,,,,RD,,can not be resolved with current resolution,DTIROI,DTI ROI summary measures
RD_SLF_L_DTIROI_04_30_14,Superior longitudinal fasciculus left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SLF_R_DTIROI_04_30_14,Superior longitudinal fasciculus right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SFO_L_DTIROI_04_30_14,Superior fronto-occipital fasciculus left ,,,,,RD,,could be a part of anterior internal capsule,DTIROI,DTI ROI summary measures
RD_SFO_R_DTIROI_04_30_14,Superior fronto-occipital fasciculus right ,,,,,RD,,could be a part of anterior internal capsule,DTIROI,DTI ROI summary measures
RD_IFO_L_DTIROI_04_30_14,Inferior fronto-occipital fasciculus left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_IFO_R_DTIROI_04_30_14,Inferior fronto-occipital fasciculus right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_SS_L_DTIROI_04_30_14,Sagittal stratum left ,,,,,RD,,includes inferior longitudinal fasciculus and inferior fronto-occipital fasciculus,DTIROI,DTI ROI summary measures
RD_SS_R_DTIROI_04_30_14,Sagittal stratum right ,,,,,RD,,includes inferior longitudinal fasciculus and inferior fronto-occipital fasciculus,DTIROI,DTI ROI summary measures
RD_EC_L_DTIROI_04_30_14,External capsule left ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_EC_R_DTIROI_04_30_14,External capsule right ,,,,,RD,,,DTIROI,DTI ROI summary measures
RD_UNC_L_DTIROI_04_30_14,Uncinate fasciculus left ,,,,,RD,,,DTIROI,DTI ROI summary measures
